image_name,generation,best_rectangle_count
Acer_palmatum.npy,15,522
Acer_palmatum.npy,16,522
Acer_palmatum.npy,17,522
Acer_palmatum.npy,18,522
Acer_palmatum.npy,19,522
Acer_palmatum.npy,20,522
Acer_palmatum.npy,21,522
Acer_palmatum.npy,22,522
Acer_palmatum.npy,23,522
Acer_palmatum.npy,24,522
Acer_palmatum.npy,25,522
Acer_platanoides.npy,0,1912
Acer_platanoides.npy,1,1912
Acer_platanoides.npy,2,1912
Acer_platanoides.npy,3,1912
Acer_platanoides.npy,4,1912
Acer_platanoides.npy,5,1912
Acer_platanoides.npy,6,1912
Acer_platanoides.npy,7,1912
Acer_platanoides.npy,8,1912
Acer_platanoides.npy,9,1912
Acer_platanoides.npy,10,1912
Acer_platanoides.npy,11,1912
Acer_platanoides.npy,12,1912
Acer_platanoides.npy,13,1912
Acer_platanoides.npy,14,1912
Acer_platanoides.npy,15,1912
Acer_platanoides.npy,16,1912
Acer_platanoides.npy,17,1912
Acer_platanoides.npy,18,1912
Acer_platanoides.npy,19,1912
Acer_platanoides.npy,20,1912
Acer_platanoides.npy,21,1912
Acer_platanoides.npy,22,1912
Acer_platanoides.npy,23,1912
Acer_platanoides.npy,24,1912
Acer_platanoides.npy,25,1912
Acer_pseudoplatanus.npy,0,2106
Acer_pseudoplatanus.npy,1,2106
Acer_pseudoplatanus.npy,2,2106
Acer_pseudoplatanus.npy,3,2106
Acer_pseudoplatanus.npy,4,2106
Acer_pseudoplatanus.npy,5,2106
Acer_pseudoplatanus.npy,6,2106
Acer_pseudoplatanus.npy,7,2106
Acer_pseudoplatanus.npy,8,2106
Acer_pseudoplatanus.npy,9,2106
Acer_pseudoplatanus.npy,10,2106
Acer_pseudoplatanus.npy,11,2106
Acer_pseudoplatanus.npy,12,2106
Acer_pseudoplatanus.npy,13,2106
Acer_pseudoplatanus.npy,14,2106
Acer_pseudoplatanus.npy,15,2106
Acer_pseudoplatanus.npy,16,2106
Acer_pseudoplatanus.npy,17,2106
Acer_pseudoplatanus.npy,18,2106
Acer_pseudoplatanus.npy,19,2106
Acer_pseudoplatanus.npy,20,2106
Acer_pseudoplatanus.npy,21,2106
Acer_pseudoplatanus.npy,22,2106
Acer_pseudoplatanus.npy,23,2106
Acer_pseudoplatanus.npy,24,2106
Acer_pseudoplatanus.npy,25,2106
Acer_saccharinum.npy,0,2340
Acer_saccharinum.npy,1,2340
Acer_saccharinum.npy,2,2340
Acer_saccharinum.npy,3,2340
Acer_saccharinum.npy,4,2340
Acer_saccharinum.npy,5,2340
Acer_saccharinum.npy,6,2340
Acer_saccharinum.npy,7,2340
Acer_saccharinum.npy,8,2340
Acer_saccharinum.npy,9,2340
Acer_saccharinum.npy,10,2340
Acer_saccharinum.npy,11,2340
Acer_saccharinum.npy,12,2340
Acer_saccharinum.npy,13,2340
Acer_saccharinum.npy,14,2340
Acer_saccharinum.npy,15,2340
Acer_saccharinum.npy,16,2340
Acer_saccharinum.npy,17,2340
Acer_saccharinum.npy,18,2340
Acer_saccharinum.npy,19,2340
Acer_saccharinum.npy,20,2340
Acer_saccharinum.npy,21,2340
Acer_saccharinum.npy,22,2340
Acer_saccharinum.npy,23,2340
Acer_saccharinum.npy,24,2340
Acer_saccharinum.npy,25,2340
Acer_saccharum.npy,0,2048
Acer_saccharum.npy,1,2048
Acer_saccharum.npy,2,2048
Acer_saccharum.npy,3,2048
Acer_saccharum.npy,4,2048
Acer_saccharum.npy,5,2048
Acer_saccharum.npy,6,2048
Acer_saccharum.npy,7,2048
Acer_saccharum.npy,8,2048
Acer_saccharum.npy,9,2048
Acer_saccharum.npy,10,2048
Acer_saccharum.npy,11,2048
Acer_saccharum.npy,12,2048
Acer_saccharum.npy,13,2048
Acer_saccharum.npy,14,2048
Acer_saccharum.npy,15,2048
Acer_saccharum.npy,16,2048
Acer_saccharum.npy,17,2048
Acer_saccharum.npy,18,2048
Acer_saccharum.npy,19,2048
Acer_saccharum.npy,20,2048
Acer_saccharum.npy,21,2048
Acer_saccharum.npy,22,2048
Acer_saccharum.npy,23,2048
Acer_saccharum.npy,24,2048
Acer_saccharum.npy,25,2048
Acer_tataricum.npy,0,571
Acer_tataricum.npy,1,571
Acer_tataricum.npy,2,571
Acer_tataricum.npy,3,571
Acer_tataricum.npy,4,571
Acer_tataricum.npy,5,571
Acer_tataricum.npy,6,571
Acer_tataricum.npy,7,571
Acer_tataricum.npy,8,571
Acer_tataricum.npy,9,571
Acer_tataricum.npy,10,571
Acer_tataricum.npy,11,571
Acer_tataricum.npy,12,571
Acer_tataricum.npy,13,571
Acer_tataricum.npy,14,571
Acer_tataricum.npy,15,571
Acer_tataricum.npy,16,571
Acer_tataricum.npy,17,571
Acer_tataricum.npy,18,571
Acer_tataricum.npy,19,571
Acer_tataricum.npy,20,571
Acer_tataricum.npy,21,571
Acer_tataricum.npy,22,571
Acer_tataricum.npy,23,571
Acer_tataricum.npy,24,571
Acer_tataricum.npy,25,571
Actinidia_arguta.npy,0,694
Actinidia_arguta.npy,1,694
Actinidia_arguta.npy,2,694
Actinidia_arguta.npy,3,694
Actinidia_arguta.npy,4,694
Actinidia_arguta.npy,5,694
Actinidia_arguta.npy,6,694
Actinidia_arguta.npy,7,694
Actinidia_arguta.npy,8,694
Actinidia_arguta.npy,9,694
Actinidia_arguta.npy,10,694
Actinidia_arguta.npy,11,694
Actinidia_arguta.npy,12,694
Actinidia_arguta.npy,13,694
Actinidia_arguta.npy,14,694
Actinidia_arguta.npy,15,694
Actinidia_arguta.npy,16,694
Actinidia_arguta.npy,17,694
Actinidia_arguta.npy,18,694
Actinidia_arguta.npy,19,694
Actinidia_arguta.npy,20,694
Actinidia_arguta.npy,21,694
Actinidia_arguta.npy,22,694
Actinidia_arguta.npy,23,694
Actinidia_arguta.npy,24,694
Actinidia_arguta.npy,25,694
Aesculus_carnea.npy,0,1614
Aesculus_carnea.npy,1,1614
Aesculus_carnea.npy,2,1614
Aesculus_carnea.npy,3,1614
Aesculus_carnea.npy,4,1614
Aesculus_carnea.npy,5,1614
Aesculus_carnea.npy,6,1614
Aesculus_carnea.npy,7,1614
Aesculus_carnea.npy,8,1614
Aesculus_carnea.npy,9,1614
Aesculus_carnea.npy,10,1614
Aesculus_carnea.npy,11,1614
Aesculus_carnea.npy,12,1614
Aesculus_carnea.npy,13,1614
Aesculus_carnea.npy,14,1614
Aesculus_carnea.npy,15,1614
Aesculus_carnea.npy,16,1614
Aesculus_carnea.npy,17,1614
Aesculus_carnea.npy,18,1614
Aesculus_carnea.npy,19,1614
Aesculus_carnea.npy,20,1614
Aesculus_carnea.npy,21,1614
Aesculus_carnea.npy,22,1614
Aesculus_carnea.npy,23,1614
Aesculus_carnea.npy,24,1614
Aesculus_carnea.npy,25,1614
Aesculus_glabra.npy,0,556
Aesculus_glabra.npy,1,556
Aesculus_glabra.npy,2,556
Aesculus_glabra.npy,3,556
Aesculus_glabra.npy,4,556
Aesculus_glabra.npy,5,556
Aesculus_glabra.npy,6,556
Aesculus_glabra.npy,7,556
Aesculus_glabra.npy,8,556
Aesculus_glabra.npy,9,556
Aesculus_glabra.npy,10,556
Aesculus_glabra.npy,11,556
Aesculus_glabra.npy,12,556
Aesculus_glabra.npy,13,556
Aesculus_glabra.npy,14,556
Aesculus_glabra.npy,15,556
Aesculus_glabra.npy,16,556
Aesculus_glabra.npy,17,556
Aesculus_glabra.npy,18,556
Aesculus_glabra.npy,19,556
Aesculus_glabra.npy,20,556
Aesculus_glabra.npy,21,556
Aesculus_glabra.npy,22,556
Aesculus_glabra.npy,23,556
Aesculus_glabra.npy,24,556
Aesculus_glabra.npy,25,556
Aesculus_hippocastanum.npy,0,845
Aesculus_hippocastanum.npy,1,845
Aesculus_hippocastanum.npy,2,845
Aesculus_hippocastanum.npy,3,845
Aesculus_hippocastanum.npy,4,845
Aesculus_hippocastanum.npy,5,845
Aesculus_hippocastanum.npy,6,845
Aesculus_hippocastanum.npy,7,845
Aesculus_hippocastanum.npy,8,845
Aesculus_hippocastanum.npy,9,845
Aesculus_hippocastanum.npy,10,845
Aesculus_hippocastanum.npy,11,845
Aesculus_hippocastanum.npy,12,845
Aesculus_hippocastanum.npy,13,845
Aesculus_hippocastanum.npy,14,845
Aesculus_hippocastanum.npy,15,845
Aesculus_hippocastanum.npy,16,845
Aesculus_hippocastanum.npy,17,845
Aesculus_hippocastanum.npy,18,845
Aesculus_hippocastanum.npy,19,845
Aesculus_hippocastanum.npy,20,845
Aesculus_hippocastanum.npy,21,845
Aesculus_hippocastanum.npy,22,845
Aesculus_hippocastanum.npy,23,845
Aesculus_hippocastanum.npy,24,845
Aesculus_hippocastanum.npy,25,845
Aesculus_octandra.npy,0,606
Aesculus_octandra.npy,1,606
Aesculus_octandra.npy,2,605
Aesculus_octandra.npy,3,605
Aesculus_octandra.npy,4,605
Aesculus_octandra.npy,5,605
Aesculus_octandra.npy,6,605
Aesculus_octandra.npy,7,605
Aesculus_octandra.npy,8,605
Aesculus_octandra.npy,9,605
Aesculus_octandra.npy,10,605
Aesculus_octandra.npy,11,605
Aesculus_octandra.npy,12,605
Aesculus_octandra.npy,13,605
Aesculus_octandra.npy,14,605
Aesculus_octandra.npy,15,605
Aesculus_octandra.npy,16,605
Aesculus_octandra.npy,17,605
Aesculus_octandra.npy,18,605
Aesculus_octandra.npy,19,605
Aesculus_octandra.npy,20,605
Aesculus_octandra.npy,21,605
Aesculus_octandra.npy,22,605
Aesculus_octandra.npy,23,605
Aesculus_octandra.npy,24,605
Aesculus_octandra.npy,25,605
Aesculus_octandra.npy,26,605
Aesculus_octandra.npy,27,605
Aesculus_pavia.npy,0,458
Aesculus_pavia.npy,1,458
Aesculus_pavia.npy,2,458
Aesculus_pavia.npy,3,458
Aesculus_pavia.npy,4,458
Aesculus_pavia.npy,5,458
Aesculus_pavia.npy,6,458
Aesculus_pavia.npy,7,458
Aesculus_pavia.npy,8,458
Aesculus_pavia.npy,9,458
Aesculus_pavia.npy,10,458
Aesculus_pavia.npy,11,458
Aesculus_pavia.npy,12,458
Aesculus_pavia.npy,13,458
Aesculus_pavia.npy,14,458
Aesculus_pavia.npy,15,458
Aesculus_pavia.npy,16,458
Aesculus_pavia.npy,17,458
Aesculus_pavia.npy,18,458
Aesculus_pavia.npy,19,458
Aesculus_pavia.npy,20,458
Aesculus_pavia.npy,21,458
Aesculus_pavia.npy,22,458
Aesculus_pavia.npy,23,458
Aesculus_pavia.npy,24,458
Aesculus_pavia.npy,25,458
Ailanthus_altissima.npy,0,994
Ailanthus_altissima.npy,1,994
Ailanthus_altissima.npy,2,994
Ailanthus_altissima.npy,3,994
Ailanthus_altissima.npy,4,994
Ailanthus_altissima.npy,5,994
Ailanthus_altissima.npy,6,994
Ailanthus_altissima.npy,7,994
Ailanthus_altissima.npy,8,994
Ailanthus_altissima.npy,9,994
Ailanthus_altissima.npy,10,994
Ailanthus_altissima.npy,11,994
Ailanthus_altissima.npy,12,994
Ailanthus_altissima.npy,13,994
Ailanthus_altissima.npy,14,994
Ailanthus_altissima.npy,15,994
Ailanthus_altissima.npy,16,994
Ailanthus_altissima.npy,17,994
Ailanthus_altissima.npy,18,994
Ailanthus_altissima.npy,19,994
Ailanthus_altissima.npy,20,994
Ailanthus_altissima.npy,21,994
Ailanthus_altissima.npy,22,994
Ailanthus_altissima.npy,23,994
Ailanthus_altissima.npy,24,994
Ailanthus_altissima.npy,25,994
Alnus_alnobetula.npy,0,504
Alnus_alnobetula.npy,1,504
Alnus_alnobetula.npy,2,504
Alnus_alnobetula.npy,3,504
Alnus_alnobetula.npy,4,504
Alnus_alnobetula.npy,5,504
Alnus_alnobetula.npy,6,504
Alnus_alnobetula.npy,7,504
Alnus_alnobetula.npy,8,504
Alnus_alnobetula.npy,9,504
Alnus_alnobetula.npy,10,504
Alnus_alnobetula.npy,11,504
Alnus_alnobetula.npy,12,504
Alnus_alnobetula.npy,13,504
Alnus_alnobetula.npy,14,504
Alnus_alnobetula.npy,15,504
Alnus_alnobetula.npy,16,504
Alnus_alnobetula.npy,17,504
Alnus_alnobetula.npy,18,504
Alnus_alnobetula.npy,19,504
Alnus_alnobetula.npy,20,504
Alnus_alnobetula.npy,21,504
Alnus_alnobetula.npy,22,504
Alnus_alnobetula.npy,23,504
Alnus_alnobetula.npy,24,504
Alnus_alnobetula.npy,25,504
Alnus_glutinosa.npy,0,1006
Alnus_glutinosa.npy,1,1006
Alnus_glutinosa.npy,2,1006
Alnus_glutinosa.npy,3,1006
Alnus_glutinosa.npy,4,1006
Alnus_glutinosa.npy,5,1006
Alnus_glutinosa.npy,6,1006
Alnus_glutinosa.npy,7,1006
Alnus_glutinosa.npy,8,1006
Alnus_glutinosa.npy,9,1006
Alnus_glutinosa.npy,10,1006
Alnus_glutinosa.npy,11,1006
Alnus_glutinosa.npy,12,1006
Alnus_glutinosa.npy,13,1006
Alnus_glutinosa.npy,14,1006
Alnus_glutinosa.npy,15,1006
Alnus_glutinosa.npy,16,1006
Alnus_glutinosa.npy,17,1006
Alnus_glutinosa.npy,18,1006
Alnus_glutinosa.npy,19,1006
Alnus_glutinosa.npy,20,1006
Alnus_glutinosa.npy,21,1006
Alnus_glutinosa.npy,22,1006
Alnus_glutinosa.npy,23,1006
Alnus_glutinosa.npy,24,1006
Alnus_glutinosa.npy,25,1006
Alnus_incana.npy,0,942
Alnus_incana.npy,1,942
Alnus_incana.npy,2,942
Alnus_incana.npy,3,942
Alnus_incana.npy,4,942
Alnus_incana.npy,5,942
Alnus_incana.npy,6,942
Alnus_incana.npy,7,942
Alnus_incana.npy,8,942
Alnus_incana.npy,9,942
Alnus_incana.npy,10,942
Alnus_incana.npy,11,942
Alnus_incana.npy,12,942
Alnus_incana.npy,13,942
Alnus_incana.npy,14,942
Alnus_incana.npy,15,942
Alnus_incana.npy,16,942
Alnus_incana.npy,17,942
Alnus_incana.npy,18,942
Alnus_incana.npy,19,942
Alnus_incana.npy,20,942
Alnus_incana.npy,21,942
Alnus_incana.npy,22,942
Alnus_incana.npy,23,942
Alnus_incana.npy,24,942
Alnus_incana.npy,25,942
Alnus_orientalis.npy,0,595
Alnus_orientalis.npy,1,595
Alnus_orientalis.npy,2,595
Alnus_orientalis.npy,3,595
Alnus_orientalis.npy,4,595
Alnus_orientalis.npy,5,595
Alnus_orientalis.npy,6,595
Alnus_orientalis.npy,7,595
Alnus_orientalis.npy,8,595
Alnus_orientalis.npy,9,595
Alnus_orientalis.npy,10,595
Alnus_orientalis.npy,11,595
Alnus_orientalis.npy,12,595
Alnus_orientalis.npy,13,595
Alnus_orientalis.npy,14,595
Alnus_orientalis.npy,15,595
Alnus_orientalis.npy,16,595
Alnus_orientalis.npy,17,595
Alnus_orientalis.npy,18,595
Alnus_orientalis.npy,19,595
Alnus_orientalis.npy,20,595
Alnus_orientalis.npy,21,595
Alnus_orientalis.npy,22,595
Alnus_orientalis.npy,23,595
Alnus_orientalis.npy,24,595
Alnus_orientalis.npy,25,595
Amelanchier_ovalis.npy,0,469
Amelanchier_ovalis.npy,1,469
Amelanchier_ovalis.npy,2,469
Amelanchier_ovalis.npy,3,469
Amelanchier_ovalis.npy,4,469
Amelanchier_ovalis.npy,5,469
Amelanchier_ovalis.npy,6,469
Amelanchier_ovalis.npy,7,469
Amelanchier_ovalis.npy,8,469
Amelanchier_ovalis.npy,9,469
Amelanchier_ovalis.npy,10,469
Amelanchier_ovalis.npy,11,469
Amelanchier_ovalis.npy,12,469
Amelanchier_ovalis.npy,13,469
Amelanchier_ovalis.npy,14,469
Amelanchier_ovalis.npy,15,469
Amelanchier_ovalis.npy,16,469
Amelanchier_ovalis.npy,17,469
Amelanchier_ovalis.npy,18,469
Amelanchier_ovalis.npy,19,469
Amelanchier_ovalis.npy,20,469
Amelanchier_ovalis.npy,21,469
Amelanchier_ovalis.npy,22,469
Amelanchier_ovalis.npy,23,469
Amelanchier_ovalis.npy,24,469
Amelanchier_ovalis.npy,25,469
Amorpha_fruticosa.npy,0,217
Amorpha_fruticosa.npy,1,217
Amorpha_fruticosa.npy,2,217
Amorpha_fruticosa.npy,3,217
Amorpha_fruticosa.npy,4,217
Amorpha_fruticosa.npy,5,217
Amorpha_fruticosa.npy,6,217
Amorpha_fruticosa.npy,7,217
Amorpha_fruticosa.npy,8,217
Amorpha_fruticosa.npy,9,217
Amorpha_fruticosa.npy,10,217
Amorpha_fruticosa.npy,11,217
Amorpha_fruticosa.npy,12,217
Amorpha_fruticosa.npy,13,217
Amorpha_fruticosa.npy,14,217
Amorpha_fruticosa.npy,15,217
Amorpha_fruticosa.npy,16,217
Amorpha_fruticosa.npy,17,217
Amorpha_fruticosa.npy,18,217
Amorpha_fruticosa.npy,19,217
Amorpha_fruticosa.npy,20,217
Amorpha_fruticosa.npy,21,217
Amorpha_fruticosa.npy,22,217
Amorpha_fruticosa.npy,23,217
Amorpha_fruticosa.npy,24,217
Amorpha_fruticosa.npy,25,217
Amygdalus_communis.npy,0,285
Amygdalus_communis.npy,1,285
Amygdalus_communis.npy,2,285
Amygdalus_communis.npy,3,285
Amygdalus_communis.npy,4,285
Amygdalus_communis.npy,5,285
Amygdalus_communis.npy,6,285
Amygdalus_communis.npy,7,285
Amygdalus_communis.npy,8,285
Amygdalus_communis.npy,9,285
Amygdalus_communis.npy,10,285
Amygdalus_communis.npy,11,285
Amygdalus_communis.npy,12,285
Amygdalus_communis.npy,13,285
Amygdalus_communis.npy,14,285
Amygdalus_communis.npy,15,285
Amygdalus_communis.npy,16,285
Amygdalus_communis.npy,17,285
Amygdalus_communis.npy,18,285
Amygdalus_communis.npy,19,285
Amygdalus_communis.npy,20,285
Amygdalus_communis.npy,21,285
Amygdalus_communis.npy,22,285
Amygdalus_communis.npy,23,285
Amygdalus_communis.npy,24,285
Amygdalus_communis.npy,25,285
Arctostaphylos_uvaursi.npy,0,99
Arctostaphylos_uvaursi.npy,1,99
Arctostaphylos_uvaursi.npy,2,99
Arctostaphylos_uvaursi.npy,3,99
Arctostaphylos_uvaursi.npy,4,99
Arctostaphylos_uvaursi.npy,5,99
Arctostaphylos_uvaursi.npy,6,99
Arctostaphylos_uvaursi.npy,7,99
Arctostaphylos_uvaursi.npy,8,99
Arctostaphylos_uvaursi.npy,9,99
Arctostaphylos_uvaursi.npy,10,99
Arctostaphylos_uvaursi.npy,11,99
Arctostaphylos_uvaursi.npy,12,99
Arctostaphylos_uvaursi.npy,13,99
Arctostaphylos_uvaursi.npy,14,99
Arctostaphylos_uvaursi.npy,15,99
Arctostaphylos_uvaursi.npy,16,99
Arctostaphylos_uvaursi.npy,17,99
Arctostaphylos_uvaursi.npy,18,99
Arctostaphylos_uvaursi.npy,19,99
Arctostaphylos_uvaursi.npy,20,99
Arctostaphylos_uvaursi.npy,21,99
Arctostaphylos_uvaursi.npy,22,99
Arctostaphylos_uvaursi.npy,23,99
Arctostaphylos_uvaursi.npy,24,99
Arctostaphylos_uvaursi.npy,25,99
Aronia_melanocarpa.npy,0,661
Aronia_melanocarpa.npy,1,661
Aronia_melanocarpa.npy,2,661
Aronia_melanocarpa.npy,3,661
Aronia_melanocarpa.npy,4,661
Aronia_melanocarpa.npy,5,661
Aronia_melanocarpa.npy,6,661
Aronia_melanocarpa.npy,7,661
Aronia_melanocarpa.npy,8,661
Aronia_melanocarpa.npy,9,661
Aronia_melanocarpa.npy,10,661
Aronia_melanocarpa.npy,11,661
Aronia_melanocarpa.npy,12,661
Aronia_melanocarpa.npy,13,661
Aronia_melanocarpa.npy,14,661
Aronia_melanocarpa.npy,15,661
Aronia_melanocarpa.npy,16,661
Aronia_melanocarpa.npy,17,661
Aronia_melanocarpa.npy,18,661
Aronia_melanocarpa.npy,19,661
Aronia_melanocarpa.npy,20,661
Aronia_melanocarpa.npy,21,661
Aronia_melanocarpa.npy,22,661
Aronia_melanocarpa.npy,23,661
Aronia_melanocarpa.npy,24,661
Aronia_melanocarpa.npy,25,661
Berberis_thunbergii.npy,0,91
Berberis_thunbergii.npy,1,91
Berberis_thunbergii.npy,2,91
Berberis_thunbergii.npy,3,91
Berberis_thunbergii.npy,4,91
Berberis_thunbergii.npy,5,91
Berberis_thunbergii.npy,6,91
Berberis_thunbergii.npy,7,91
Berberis_thunbergii.npy,8,91
Berberis_thunbergii.npy,9,91
Berberis_thunbergii.npy,10,91
Berberis_thunbergii.npy,11,91
Berberis_thunbergii.npy,12,91
Berberis_thunbergii.npy,13,91
Berberis_thunbergii.npy,14,91
Berberis_thunbergii.npy,15,91
Berberis_thunbergii.npy,16,91
Berberis_thunbergii.npy,17,91
Berberis_thunbergii.npy,18,91
Berberis_thunbergii.npy,19,91
Berberis_thunbergii.npy,20,91
Berberis_thunbergii.npy,21,91
Berberis_thunbergii.npy,22,91
Berberis_thunbergii.npy,23,91
Berberis_thunbergii.npy,24,91
Berberis_thunbergii.npy,25,91
Berberis_vulgaris.npy,0,203
Berberis_vulgaris.npy,1,203
Berberis_vulgaris.npy,2,203
Berberis_vulgaris.npy,3,203
Berberis_vulgaris.npy,4,203
Berberis_vulgaris.npy,5,203
Berberis_vulgaris.npy,6,203
Berberis_vulgaris.npy,7,203
Berberis_vulgaris.npy,8,203
Berberis_vulgaris.npy,9,203
Berberis_vulgaris.npy,10,203
Berberis_vulgaris.npy,11,203
Berberis_vulgaris.npy,12,203
Berberis_vulgaris.npy,13,203
Berberis_vulgaris.npy,14,203
Berberis_vulgaris.npy,15,203
Berberis_vulgaris.npy,16,203
Berberis_vulgaris.npy,17,203
Berberis_vulgaris.npy,18,203
Berberis_vulgaris.npy,19,203
Berberis_vulgaris.npy,20,203
Berberis_vulgaris.npy,21,203
Berberis_vulgaris.npy,22,203
Berberis_vulgaris.npy,23,203
Berberis_vulgaris.npy,24,203
Berberis_vulgaris.npy,25,203
Betula_nana.npy,0,114
Betula_nana.npy,1,114
Betula_nana.npy,2,114
Betula_nana.npy,3,114
Betula_nana.npy,4,114
Betula_nana.npy,5,114
Betula_nana.npy,6,114
Betula_nana.npy,7,114
Betula_nana.npy,8,114
Betula_nana.npy,9,114
Betula_nana.npy,10,114
Betula_nana.npy,11,114
Betula_nana.npy,12,114
Betula_nana.npy,13,114
Betula_nana.npy,14,114
Betula_nana.npy,15,114
Betula_nana.npy,16,114
Betula_nana.npy,17,114
Betula_nana.npy,18,114
Betula_nana.npy,19,114
Betula_nana.npy,20,114
Betula_nana.npy,21,114
Betula_nana.npy,22,114
Betula_nana.npy,23,114
Betula_nana.npy,24,114
Betula_nana.npy,25,114
Betula_papyrifera.npy,0,1060
Betula_papyrifera.npy,1,1060
Betula_papyrifera.npy,2,1060
Betula_papyrifera.npy,3,1060
Betula_papyrifera.npy,4,1060
Betula_papyrifera.npy,5,1060
