image_name,height,width,pixels
cup-20_binary.npy,413,374,154462
cup-2_binary.npy,392,380,148960
cup-3_binary.npy,296,343,101528
cup-8_binary.npy,356,315,112140
deer-14_binary.npy,249,333,82917
deer-17_binary.npy,841,828,696348
deer-5_binary.npy,703,693,487179
deer-6_binary.npy,569,545,310105
device0-11_binary.npy,512,512,262144
device0-12_binary.npy,512,512,262144
device0-13_binary.npy,512,512,262144
device0-14_binary.npy,512,512,262144
device1-12_binary.npy,512,512,262144
device1-15_binary.npy,512,512,262144
device1-2_binary.npy,512,512,262144
device1-3_binary.npy,512,512,262144
device2-18_binary.npy,558,558,311364
device2-2_binary.npy,512,512,262144
device2-4_binary.npy,512,512,262144
device2-6_binary.npy,558,558,311364
device3-10_binary.npy,558,558,311364
device3-13_binary.npy,558,558,311364
device3-18_binary.npy,558,558,311364
device3-7_binary.npy,558,558,311364
device4-13_binary.npy,558,558,311364
device4-19_binary.npy,558,558,311364
device4-1_binary.npy,558,558,311364
device4-3_binary.npy,558,558,311364
device5-10_binary.npy,558,558,311364
device5-15_binary.npy,558,558,311364
device5-18_binary.npy,558,558,311364
device5-4_binary.npy,558,558,311364
device6-13_binary.npy,558,558,311364
device6-15_binary.npy,558,558,311364
device6-6_binary.npy,558,558,311364
device6-9_binary.npy,558,558,311364
device7-14_binary.npy,512,512,262144
device7-16_binary.npy,512,512,262144
device7-19_binary.npy,512,512,262144
device7-6_binary.npy,512,512,262144
device8-15_binary.npy,558,558,311364
device8-20_binary.npy,558,558,311364
device8-6_binary.npy,558,558,311364
device8-7_binary.npy,558,558,311364
device9-10_binary.npy,558,558,311364
device9-1_binary.npy,558,558,311364
device9-5_binary.npy,558,558,311364
device9-9_binary.npy,558,558,311364
dog-13_binary.npy,130,150,19500
dog-17_binary.npy,102,177,18054
dog-19_binary.npy,408,526,214608
dog-20_binary.npy,187,255,47685
elephant-11_binary.npy,289,372,107508
elephant-12_binary.npy,644,759,488796
elephant-17_binary.npy,274,168,46032
elephant-7_binary.npy,768,632,485376
face-12_binary.npy,337,269,90653
face-14_binary.npy,331,204,67524
face-5_binary.npy,337,269,90653
face-7_binary.npy,337,269,90653
fish-14_binary.npy,99,296,29304
fish-15_binary.npy,56,239,13384
fish-5_binary.npy,104,286,29744
fish-7_binary.npy,115,329,37835
flatfish-16_binary.npy,184,420,77280
flatfish-18_binary.npy,188,420,78960
flatfish-3_binary.npy,230,420,96600
flatfish-6_binary.npy,184,420,77280
fly-16_binary.npy,253,308,77924
fly-19_binary.npy,147,257,37779
fly-2_binary.npy,265,184,48760
fly-7_binary.npy,258,274,70692
fork-20_binary.npy,480,640,307200
fork-4_binary.npy,480,640,307200
fork-6_binary.npy,480,640,307200
fork-8_binary.npy,480,640,307200
fountain-03_binary.npy,243,360,87480
fountain-04_binary.npy,243,360,87480
fountain-08_binary.npy,243,360,87480
fountain-19_binary.npy,243,360,87480
frog-10_binary.npy,274,285,78090
frog-17_binary.npy,211,198,41778
frog-1_binary.npy,274,285,78090
frog-7_binary.npy,341,325,110825
guitar-10_binary.npy,639,348,222372
guitar-12_binary.npy,148,325,48100
guitar-17_binary.npy,478,294,140532
guitar-8_binary.npy,217,387,83979
hammer-11_binary.npy,256,256,65536
hammer-12_binary.npy,256,256,65536
hammer-17_binary.npy,256,256,65536
hammer-9_binary.npy,256,256,65536
hat-12_binary.npy,112,143,16016
hat-17_binary.npy,142,254,36068
hat-1_binary.npy,216,251,54216
hat-6_binary.npy,77,66,5082
horse-14_binary.npy,875,884,773500
horse-16_binary.npy,828,843,698004
horse-18_binary.npy,444,455,202020
horse-5_binary.npy,261,286,74646
horseshoe-17_binary.npy,97,88,8536
horseshoe-5_binary.npy,107,114,12198
horseshoe-8_binary.npy,61,62,3782
horseshoe-9_binary.npy,97,88,8536
jar-13_binary.npy,512,512,262144
jar-16_binary.npy,512,512,262144
jar-3_binary.npy,512,512,262144
jar-5_binary.npy,512,512,262144
key-13_binary.npy,268,460,123280
key-20_binary.npy,261,393,102573
key-3_binary.npy,264,416,109824
key-8_binary.npy,232,395,91640
lizzard-11_binary.npy,328,264,86592
lizzard-13_binary.npy,421,416,175136
lizzard-3_binary.npy,256,329,84224
lizzard-4_binary.npy,256,329,84224
lmfish-11_binary.npy,386,389,150154
lmfish-13_binary.npy,348,147,51156
lmfish-1_binary.npy,480,640,307200
lmfish-2_binary.npy,658,660,434280
octopus-16_binary.npy,256,256,65536
octopus-17_binary.npy,256,256,65536
octopus-4_binary.npy,256,256,65536
octopus-8_binary.npy,256,256,65536
pencil-14_binary.npy,148,455,67340
pencil-15_binary.npy,359,250,89750
pencil-18_binary.npy,358,239,85562
pencil-3_binary.npy,192,464,89088
personal_car-12_binary.npy,243,471,114453
personal_car-17_binary.npy,257,498,127986
personal_car-4_binary.npy,209,400,83600
personal_car-9_binary.npy,227,400,90800
pocket-10_binary.npy,128,90,11520
pocket-11_binary.npy,534,364,194376
pocket-13_binary.npy,251,179,44929
pocket-7_binary.npy,149,106,15794
rat-03_binary.npy,288,352,101376
rat-06_binary.npy,288,352,101376
rat-08_binary.npy,288,352,101376
rat-14_binary.npy,288,352,101376
ray-16_binary.npy,413,337,139181
ray-2_binary.npy,533,526,280358
ray-5_binary.npy,385,376,144760
ray-9_binary.npy,464,437,202768
sea_snake-10_binary.npy,161,161,25921
sea_snake-11_binary.npy,365,365,133225
sea_snake-15_binary.npy,436,392,170912
sea_snake-2_binary.npy,270,241,65070
shapedata_binary.npy,388,523,202924
shoe-18_binary.npy,255,460,117300
shoe-19_binary.npy,268,538,144184
shoe-3_binary.npy,279,473,131967
shoe-4_binary.npy,237,463,109731
spoon-14_binary.npy,256,256,65536
spoon-16_binary.npy,256,256,65536
spoon-5_binary.npy,256,256,65536
spoon-7_binary.npy,256,256,65536
spring-11_binary.npy,291,176,51216
spring-16_binary.npy,291,176,51216
spring-19_binary.npy,423,256,108288
spring-7_binary.npy,454,231,104874
stef-02_binary.npy,240,352,84480
stef-11_binary.npy,240,352,84480
stef-16_binary.npy,240,352,84480
stef-19_binary.npy,240,352,84480
teddy-02_binary.npy,243,360,87480
teddy-06_binary.npy,243,360,87480
teddy-17_binary.npy,243,360,87480
teddy-20_binary.npy,243,360,87480
tree-12_binary.npy,256,256,65536
tree-15_binary.npy,256,256,65536
tree-6_binary.npy,512,208,106496
tree-8_binary.npy,414,421,174294
truck-03_binary.npy,288,352,101376
truck-08_binary.npy,288,352,101376
truck-13_binary.npy,288,352,101376
truck-20_binary.npy,288,352,101376
turtle-11_binary.npy,356,379,134924
turtle-13_binary.npy,465,488,226920
turtle-17_binary.npy,325,343,111475
turtle-8_binary.npy,493,513,252909
watch-12_binary.npy,233,480,111840
watch-3_binary.npy,180,500,90000
watch-6_binary.npy,180,510,91800
watch-9_binary.npy,199,480,95520
