image_name,height,width,pixels
Ligustrum_vulgare_binary.npy,1240,612,758880
Liquidambar_styraciflua_binary.npy,3506,2549,8936794
Liriodendron_tulipifera_binary.npy,1924,1380,2655120
Lonicera_henryi_binary.npy,357,1124,401268
Lonicera_involucrata_binary.npy,1600,771,1233600
Lonicera_purpusii_binary.npy,483,945,456435
Lonicera_tatarica_binary.npy,302,699,211098
Lonicera_xylosteum_binary.npy,644,475,305900
Loranthus_europaeus_binary.npy,189,352,66528
Lycium_barbarum_binary.npy,812,384,311808
Maclura_pomiferaFEMALE_binary.npy,512,727,372224
Maclura_pomiferaMALE_binary.npy,1353,540,730620
Magnolia_hypoleuca_binary.npy,3982,2072,8250704
Magnolia_soulangeana_binary.npy,2064,1168,2410752
Magnolia_specPETRIN_binary.npy,783,2013,1576179
Mahonia_aquifolium_binary.npy,1000,540,540000
Malus_domestica_binary.npy,675,1656,1117800
Mespilus_germanica_binary.npy,1784,720,1284480
Morus_alba_binary.npy,1815,1347,2444805
Myrtus_communis_binary.npy,604,352,212608
Nerium_oleander_binary.npy,341,1727,588907
Olea_oleaster_binary.npy,1198,270,323460
Ostrya_carpinifolia_binary.npy,765,1488,1138320
Paliurus_spinachristi_binary.npy,610,522,318420
Parthenocissus_inserta_binary.npy,1356,576,781056
Parthenocissus_tricuspidata_binary.npy,3350,1545,5175750
Paulownia_tomentosa_binary.npy,2657,1931,5130667
Phellodendron_amurense_binary.npy,1768,790,1396720
Philadelphus_coronarius_binary.npy,570,960,547200
Physocarpus_opulifolius_binary.npy,782,1008,788256
Pistacia_lentiscus_binary.npy,544,319,173536
Pittosporum_tobira_binary.npy,1534,682,1046188
Platanus_hispanica_binary.npy,2470,2828,6985160
Populus_alba_binary.npy,1668,1072,1788096
Populus_canadensis_binary.npy,1772,1384,2452448
Populus_canescens_binary.npy,1634,2101,3433034
Populus_nigra_binary.npy,1932,1024,1978368
Populus_tremula_binary.npy,1768,1144,2022592
Prunus_armeniaca_binary.npy,1268,848,1075264
Prunus_avium_binary.npy,3479,1384,4814936
Prunus_cerasifera_binary.npy,712,459,326808
Prunus_laurocerasus_binary.npy,1692,648,1096416
Prunus_mahaleb_binary.npy,1192,600,715200
Prunus_padus_binary.npy,584,1158,676272
Prunus_persica_binary.npy,3510,2550,8950500
Prunus_spinosa_binary.npy,940,460,432400
Pterocarya_pterocarpa_binary.npy,2008,668,1341344
Punica_granatum_binary.npy,1023,412,421476
Pyracantha_coccinea_binary.npy,712,284,202208
Pyrus_amygdaliformis_binary.npy,842,274,230708
Quercus_cerris_binary.npy,2028,788,1598064
Quercus_frainetto_binary.npy,1840,1056,1943040
Quercus_macrocarpa_binary.npy,1370,2327,3187990
Quercus_palustris_binary.npy,1100,2144,2358400
Quercus_petraea_binary.npy,2004,1028,2060112
Quercus_pubescens_binary.npy,1509,912,1376208
Quercus_robur_binary.npy,1640,1044,1712160
Quercus_rubra_binary.npy,2296,1616,3710336
Rhamnus_cathartica_binary.npy,822,472,387984
Rhus_hirta_binary.npy,1564,472,738208
Ribes_alpinum_binary.npy,892,590,526280
Ribes_rubra_binary.npy,1051,1499,1575449
Robinia_pseudacacia_binary.npy,920,632,581440
Robinia_viscosa_binary.npy,605,820,496100
Rosa_canina_binary.npy,358,684,244872
Ruscus_aculeatus_binary.npy,452,720,325440
Salix_alba_binary.npy,700,180,126000
Salix_aurita_binary.npy,424,816,345984
Salix_caprea_binary.npy,1676,836,1401136
Salix_pentandra_binary.npy,627,1521,953667
Salix_purpurea_binary.npy,393,1743,684999
Sambucus_nigra_binary.npy,1516,624,945984
Sambucus_racemosa_binary.npy,1436,666,956376
Sophora_japonica_binary.npy,1104,408,450432
Sorbaria_sorbifolia_binary.npy,370,820,303400
Sorbus_aria_binary.npy,1568,840,1317120
Sorbus_aucuparia_binary.npy,822,323,265506
Sorbus_domestica_binary.npy,836,456,381216
Sorbus_intermedia_binary.npy,1620,868,1406160
Sorbus_torminalis_binary.npy,1454,1262,1834948
Spiraea_douglasii_binary.npy,329,730,240170
Spiraea_japonica_binary.npy,1100,539,592900
Spiraea_salicifolia_binary.npy,742,363,269346
Spiraea_vanhouttei_binary.npy,896,452,404992
Staphylea_pinnata_binary.npy,1112,772,858464
Symphoricarpos_albus_binary.npy,832,472,392704
Symphoricarpos_orbiculatus_binary.npy,195,292,56940
Syringa_chinensis_binary.npy,852,372,316944
Syringa_josikaea_binary.npy,1708,812,1386896
Syringa_prestoniae_binary.npy,1056,2268,2395008
Syringa_vulgaris_binary.npy,1480,772,1142560
Tilia_cordata_binary.npy,808,632,510656
Tilia_platyphyllos_binary.npy,1936,1556,3012416
Tilia_tomentosa_binary.npy,1532,1188,1820016
Ulmus_glabra_binary.npy,1224,668,817632
Ulmus_laevis_binary.npy,2016,1344,2709504
Ulmus_minor_binary.npy,1112,556,618272
Ulmus_pumila_binary.npy,924,508,469392
Vaccinium_myrtillus_binary.npy,287,312,89544
Vaccinium_uliginosum_binary.npy,374,556,207944
Vaccinium_vitisidaea_binary.npy,385,341,131285
Viburnum_farreri_binary.npy,1404,558,783432
Viburnum_lantana_binary.npy,1100,2539,2792900
Viburnum_opulus_binary.npy,640,901,576640
Viburnum_pragense_binary.npy,286,894,255684
Viburnum_rhytidophyllum_binary.npy,654,2239,1464306
Vinca_major_binary.npy,398,698,277804
Vinca_minor_binary.npy,788,296,233248
Vitis_riparia_5_binary.npy,1900,1276,2424400
Vitis_riparia_binary.npy,1596,1436,2291856
Vitis_vinifera_binary.npy,2470,2071,5115370
Weigela_florida_binary.npy,277,572,158444
Wisteria_sinensis_binary.npy,1320,582,768240
Zelkova_serrata_binary.npy,2064,844,1742016
